Número	Foto	A levar	Check-in	Nome	Descrição	Objetivo	Como Funciona?	Conceitos Chave	QR-code IG	Link IG	QR-code Fotos	Link Fotos	QR-code Youtube	Link Youtube	Situação	Observação	Tipo	Setor	Percurso	Acessórios	Eventos C	Eventos	Dimensões (L x C x A)	Peso (Kg)	Valor Aproximado  (R$)	Local
P122		FALSE	TRUE	Simetria como Invariância III - UEM	Mesa composta por acrílico com figura impressa do logotipo da UEM acompanhado de uma peça também de acrílico	Visualizar a invariância de uma figura simétrica mediante certas transformações	O visitante movimenta as partes sobre a figura da roseta e tenta identificar os eixos e centros de simetria. Ao fazer certos giros ou espelhamentos, e deverá notar que o a figura toda se mantém invariante	Invariância, simetria axial, rotação, reflexão, transformação geométrica		https://drive.google.com/file/d/1Q4O1ruVp8yLJ0LecPwpeNynp8FLAD5f4/view?usp=sharing		https://photos.app.goo.gl/JA74Nq9gqoxYEctn6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDHAjBVJA_4kw9h367c9qqm	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 40 cm x 2 cm	0,60000	R$100,00	LDM
P123		FALSE	TRUE	Simetria por Padrão III - UEM	Mesa composta por acrílico com figura impressa do logotipo da UEM e caixa com 3 padrões em MDF impressos em papel	Reconstruir uma figura simétrica mediante a aplicação de certas transformações sobre os padrões dados	As figuras se repetem em intervalos regulares. Você pode observar rotações que geram o padrão	Padrão radial, rotação, simetria circular, repetição		https://drive.google.com/file/d/1FGFdmpWj4pz3EURRwy1OMwWI-umvrwmo/view?usp=sharing		https://photos.app.goo.gl/TduurBYuorwk9ugm7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAGtRq8c0HdPGmKA89EbU3U	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 40 cm x 2 cm	0,60000	R$ 100,00	LDM
P124		FALSE	TRUE	Simetria como Invariância IV - Gato	Mesa composta por acrílico com figura impressa de um gato acompanhado de uma peça também de acrílico	Visualizar a invariância de uma figura simétrica mediante certas transformações	O visitante movimenta a parte sobre a figura do gato e tenta identificar o eixo de simetria. Ao fazer certos giros ou espelhamentos, e deverá notar que o a figura toda se mantém invariante	Simetria axial, reflexão, invariância, correspondência ponto a ponto		https://drive.google.com/file/d/13v665vrhbQA8-1JbJ_UL4F_hb8gTqfaq/view?usp=sharing		https://photos.app.goo.gl/9iiF9MZKqBkLyZnRA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDHAjBVJA_4kw9h367c9qqm	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 40 cm x 2 cm	0,60000	R$100,00	LDM
P125		FALSE	TRUE	Simetria por Padrão IV - Gato	Mesa composta por acrílico com figura impressa de um gato e caixa com 2 padrões em MDF impressos em papel	Reconstruir uma figura simétrica mediante a aplicação de certas transformações sobre os padrões dados	As figuras se repetem em intervalos regulares. Você pode observar reflexões que geram o padrão	Padrão, repetição, simetria, reflexão, rotação		https://drive.google.com/file/d/1xKzpkw0rtmx-II7c2SZUdVjUpiT5UwrB/view?usp=sharing		https://photos.app.goo.gl/X5JEg2zwpLXAFC9MA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAGtRq8c0HdPGmKA89EbU3U	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 40 cm x 2 cm	0,60000	R$ 100,00	LDM
P126		FALSE	TRUE	Simetria como Invariância V - Botão	Mesa composta por acrílico com figura impressa de um botão acompanhado de uma peça também de acrílico	Visualizar a invariância de uma figura simétrica mediante certas transformações	O visitante movimenta a parte sobre a figura do botão e tenta identificar o centro do giro e o eixo de simetria. Ao fazer certos giros ou espelhamentos, e deverá notar que o a figura toda se mantém invariante	Padrão radial, simetria, repetição, invariância, rotação. Público: Geral, ensino fundamental e médio		https://drive.google.com/file/d/1xlNdYRc4UVc1n_WPJ0B0n_IcuZLMGC1L/view?usp=sharing		https://photos.app.goo.gl/jAmDFpLzM6RUvNi56		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDHAjBVJA_4kw9h367c9qqm	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 40 cm x 2 cm	0,60000	R$100,00	LDM
P127		FALSE	TRUE	Simetria como Padrão V - Botão	Mesa composta por acrílico com figura impressa em papel de um botão e caixa com 4 padrões em MDF impressos em papel	Reconstruir uma figura simétrica mediante a aplicação de certas transformações sobre os padrões dados	As figuras se repetem em intervalos regulares. Você pode observar reflexões e rotações que geram o padrão	Simetria rotacional, invariância, rotação, centro, ângulo		https://drive.google.com/file/d/1h9bENtymxR6_RbIPIc8FWxTuYWaA6M--/view?usp=sharing		https://photos.app.goo.gl/sdKTQKtD1XQHnWhC9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAGtRq8c0HdPGmKA89EbU3U	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 40 cm x 2 cm	0,60000	R$ 100,00	LDM
P128		FALSE	TRUE	Simetria como Invariância VI - Friso Amarelo	Mesa composta por acrílico com figura impressa nas cores amarelo, preto e azul, acompanhado de uma peça também de acrílico	Visualizar a invariância de uma figura simétrica mediante certas transformações	O visitante movimenta a parte sobre a figura do friso amarelo e tenta identificar o centro do giro, o deslocamento e o eixo de simetria. Ao fazer certos giros, deslocamentos ou espelhamentos, e deverá notar que o a figura toda se mantém invariante	Invariância, simetria por translação, periodicidade, padrão linear		https://drive.google.com/file/d/1bHIVlysWQ1T8e4HIQaViZIEq140bdrG1/view?usp=sharing		https://photos.app.goo.gl/VdR8ZMKHBQNzeffK9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDHAjBVJA_4kw9h367c9qqm	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 80 cm x 2 cm	1,40000	R$100,00	LDM
P129		FALSE	TRUE	Simetria por Padrão VI - Friso Amarelo	Mesa composta por acrílico com figura impressa nas cores amarelo, preto e azul e caixa com 16 padrões em MDF impressos em papel	Reconstruir uma figura simétrica mediante a aplicação de certas transformações sobre os padrões dados	As figuras se repetem em intervalos regulares. Você pode observar reflexões que geram o padrão	Padrão, simetria, translação, periodicidade, frisos		https://drive.google.com/file/d/1YGDzhcPd3vRDhicd7SklWBEEZip8SBLg/view?usp=sharing		https://photos.app.goo.gl/aVMSs2U54kvzJd1N6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAGtRq8c0HdPGmKA89EbU3U	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 80 cm x 2 cm	1,40000	R$ 100,00	LDM
P130		FALSE	TRUE	Simetria como Invariância VII - Friso Espiral	Mesa composta por acrílico com figura impressa de um friso espiral acompanhado de uma peça também de acrílico	Visualizar a invariância de uma figura simétrica mediante certas transformações	O visitante movimenta a parte sobre a figura do friso espiral e tenta identificar o centro do giro e o deslocamento. Ao fazer certos giros ou deslocamentos, deverá notar que o a figura toda se mantém invariante	Invariância translacional, simetria rotacional		https://drive.google.com/file/d/1tgm9jDrBx8x9YO-RcwCn0FPGwL2amCp8/view?usp=sharing		https://photos.app.goo.gl/gWmy5H8SJahamizj9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDHAjBVJA_4kw9h367c9qqm	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 80 cm x 2 cm	1,40000	R$100,00	LDM
P131		FALSE	TRUE	Simetria por Padrão VII - Friso Espiral	Mesa composta por acrílico com figura impressa de uma sequência de espirais e caixa com 10 padrões em MDF impressos em papel	Reconstruir uma figura simétrica mediante a aplicação de certas transformações sobre os padrões dados	As figuras se repetem em intervalos regulares. Você pode observar translações e reflexões que geram o padrão	Invariância translacional, simetria rotacional		https://drive.google.com/file/d/1Jd9s5u_Ao-wxSstH6ETD6W4ob-n4aGok/view?usp=sharing		https://photos.app.goo.gl/yRuW12XcJoK9uPBi6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAGtRq8c0HdPGmKA89EbU3U	5	xxxx	Peça	Simetrias	Conceito de Invariância e Padrão	xxxx	xxxx	xxxx	40 cm x 80 cm x 2 cm	1,40000	R$ 100,00	LDM
P132		FALSE	TRUE	O Número PI	Peça de madeira em MDF, em grande escala, representando o símbolo do número π. Estrutura autoportante com aproximadamente 2,4 metros de altura.	Apresentar visualmente o símbolo e a importância do número π na matemática e nas ciências.	A peça atua como instalação visual e conceitual, provocando a curiosidade do visitante e introduzindo o tema das constantes matemáticas.	Número π, constantes matemáticas, circunferência, geometria, proporcionalidade, infinito.		https://drive.google.com/file/d/1Gg8d8FO_hdfO039FOBHvM-n85eFX8JK2/view?usp=sharing		https://photos.app.goo.gl/JozEzDL5ngHKpvAK8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAfVTYcWgECrjpM95lN0Jx4	5	xxxx	Peça	Números	Números	xxxx	xxxx	xxxx	250 cm x 250 cm x 50 cm	20,00000	R$800,00	LDM
P133		FALSE	TRUE	Câmara Quadrada - 2 fissuras	Câmara de MDF com quatro espelhos em forma quadrada, duas aberturas laterais e conjunto de azulejos.	Explorar simetrias de reflexão e rotação ortogonal.	Reflexões ortogonais criam o padrão p4m.	Reflexão, rotação, simetria ortogonal, papel de parede p4m.		https://drive.google.com/file/d/10hdq64rsB-36qswkwwnRf0HZzOmiDgi4/view?usp=sharing		https://photos.app.goo.gl/oryVCCyhTzBo3TrC9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCQK3rzK9qnXDRhMBr0pKZl	4	Tirar com Tiner as colas com adesivos	Peça	Simetrias	Papéis de Parede	A035	E001;E002;E003;E007;E004	E001;E002;E003;E007;E004	22 cm x 22 cm x 19 cm	2,90000	R$ 200,00	LDM
P134		FALSE	TRUE	Teorema de Pitágoras IV (Semelhança)	Base de laminado em caxeta com um triângulo retângulo e três figuras semelhantes construídas sobre seus lados. Acompanha jogos de peças triplas em MDF de 6 mm, que permitem preencher e reorganizar as áreas de cada figura.	Mostrar que, para figuras semelhantes construídas sobre os lados de um triângulo retângulo, a área da figura sobre a hipotenusa é igual à soma das áreas das figuras sobre os catetos, generalizando o Teorema de Pitágoras.	O visitante monta as peças correspondentes às figuras dos catetos e, reunindo-as, verifica que elas preenchem exatamente a figura da hipotenusa. A equivalência das áreas decorre da proporcionalidade entre figuras semelhantes.	Figuras semelhantes, Proporcionalidade, Áreas, Teorema de Pitágoras.		https://drive.google.com/file/d/1vhvJMY6L_Ib8SYxSkSyKyvZsY6DFGajN/view?usp=sharing		https://photos.app.goo.gl/t3ZausvLAM15AAzdA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tByKp4F6O3Ie1GB80mcqOMU	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	50 cm x 70 cm x 7 cm	7,40000	R$350,00	LDM
P135		FALSE	TRUE	Teorema de Pitágoras V (Diversos)	Conjunto com diversos triângulos retângulos, cada um acompanhado de peças geométricas que formam os quadrados dos catetos e da hipotenusa, possibilitando a verificação da equidecomponibilidade entre as áreas envolvidas no Teorema de Pitágoras.	Explorar visualmente o Teorema de Pitágoras em diferentes triângulos retângulos, permitindo relacionar o resultado com decomposição de áreas e invariância matemática.	Escolha um dos triângulos, monte os quadrados sobre os catetos com as peças fornecidas e, em seguida, reorganize essas mesmas peças no quadrado da hipotenusa. A montagem correta evidencia a equivalência de áreas.	Teorema de Pitágoras, Equidecomponibilidade, Área e decomposição geométrica, Invariância, Triângulos retângulos e Demonstrações visuais.		https://drive.google.com/file/d/1FbQikB2ou94bOHklw1zWJg0bwAWihpR_/view?usp=sharing		https://photos.app.goo.gl/uQNqs1jqtZ6snTYf6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tByKp4F6O3Ie1GB80mcqOMU	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	50 cm x 70 cm x 7 cm	7,80000	R$ 350,00	LDM
P136		FALSE	TRUE	Sólidos Geométricos (Sólido)	Conjunto confeccionado em madeira com sólidos geométricos, incluindo poliedros convexos regulares, prismas, pirâmides, cilindros, cones, esferas e demais sólidos de revolução. Os modelos permitem visualizar quantidade e tipos de faces, arestas e vértices, bem como propriedades espaciais gerais.	Proporcionar uma visualização tridimensional dos sólidos geométricos, tornando mais eficiente o ensino-aprendizagem da geometria espacial.	O visitante manipula os sólidos para observar suas características geométricas — faces, arestas, vértices e simetrias — e comparar diferentes tipos de poliedros e sólidos de revolução.	Poliedros, Poliedros regulares, Prismas e pirâmides.		https://drive.google.com/file/d/1FfWVwWFo7QdL6sMD0Br6BIKOUl1-_CUF/view?usp=sharing		https://photos.app.goo.gl/Mug6ksRAaSHEUtRw6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAc9k3Ct3cGyv2hwZTb2VsZ	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	40 cm x 40 cm x 40 cm	33,40000	R$1.200,00	LDM
P137		FALSE	TRUE	Simulação no Geogebra dos Mecanismos de Construção de Retas	Aplet interativo que simula mecanismos articulados de geração de retas.	Visualizar o traçado retilíneo a partir de movimentos circulares.	O visitante manipula os pontos do mecanismo e observa a trajetória linear.	Mecanismos, reta, cinemática, geometria construtiva.		https://drive.google.com/file/d/1pvgMICCyluUGFJeAFFA343XvhZnUrznN/view?usp=sharing		https://photos.app.goo.gl/8GihNyiYPLPWT34p8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tABFO3XkD4rP15QwmANRd6X	5	xxxx	Peça	Geometria das Curvas e Superfícies	Construção de Retas	A032;A070	xxxx	xxxx	0 cm x 0 cm x 0 cm	0,00000	R$ 0,00	LDM
P138		FALSE	TRUE	Simulação no Geogebra dos Mecanismos de Isometrias	Aplet interativo que mostra translação, rotação, reflexão e glissoreflexão em figuras planas.	Explorar e visualizar as isometrias no plano.	O visitante seleciona a isometria e move os elementos no plano.	Isometria, translação, rotação, reflexão, glissoreflexão, congruência.		https://drive.google.com/file/d/1DykjEpXQorZxkILBvG_2SRPXqsnBa-1x/view?usp=sharing		https://photos.app.goo.gl/EqNuWNkipkwT6RAeA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDsOYYo_s3Na_wt2sJR2-pL	5	xxxx	Peça	Simetrias	Isometrias Planas	A032	xxxx	xxxx	0 cm x 0 cm x 0 cm	0,00000	R$0,00	LDM
P139		FALSE	TRUE	Dominó Geométrico	Jogo de dominó em MDF/PVC com peças contendo figuras planas e seus nomes; caixa com ~28 peças.	Trabalhar nomeação, reconhecimento e classificação de figuras planas.	O visitante joga dominó correspondendo figura ↔ nome; regras do dominó aplicadas com adaptação na correspondência.	Figuras planas, polígonos, classificação, nomenclatura, correspondência visual.		https://drive.google.com/file/d/1FLFx3UJgYxnrcx5ChTf-RLM2JBv4KtfU/view?usp=sharing		https://photos.app.goo.gl/BMa4QWHx7GxjvUzU6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tB17Bb_dwWjbm8I_kD9_MjB	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$ 50,00	LDM
P140		FALSE	TRUE	Jogo da Velha com Frações	Tabuleiro 3×3 com cartas/fichas de frações (numéricas e gráficas). Regras adaptadas para exigir correspondência fração/figura.	Relacionar representação simbólica e gráfica de frações; identificar equivalências.	Jogador só marca se apresentar a representação correta da fração pedida pela casa; fichas trocáveis.	Fração, parte/todo, equivalência de frações, representação gráfica.		https://drive.google.com/file/d/1Z3a0Cmm-o1uMw_PyLVAl0g4XNoiMqJVf/view?usp=sharing		https://photos.app.goo.gl/WUrUWP7sA2yLkXYq7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBJcQB53FGY3IRHtOaxA7Rz	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$50,00	LDM
P141		FALSE	TRUE	Números Inteiros com Dama Simples	Tabuleiro de damas (8×8) com peças numeradas (cores para sinal ±). Regras adaptadas para comparar inteiros em capturas.	Trabalhar comparação e operações com inteiros em contexto lúdico.	Movimento e captura como dama simples; ao capturar, aplica-se regra numérica (ex.: fica a peça maior; soma/subtração).	Inteiros, ordem, valor absoluto, operações elementares.		https://drive.google.com/file/d/1lL92fFp2mKTSVlZ8uHyChhbQdGahiA-w/view?usp=sharing		https://photos.app.goo.gl/q2DWLfRioUfiRJhU9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tB0_oXasaOYA2LFO-4mb7EG	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$ 50,00	LDM
P142		FALSE	TRUE	Jogo da Velha com Números Naturais	Tabuleiro 3×3; dois dados e fichas; regras exigem cálculo com dados para marcar casas.	Treinar as quatro operações e o cálculo mental em contexto lúdico.	Lança os dados e combine-os por operações para igualar o número da casa; se conseguir, marque.	Operações aritméticas, cálculo mental, estratégias algébricas simples.		https://drive.google.com/file/d/16I8UNnnK4h6k4IUF6ofiruga3UBjoBEw/view?usp=sharing		https://photos.app.goo.gl/3kyw3wUfigkVi3Hk6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBspdUcGpQEOkZRhxyC76Mp	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$50,00	LDM
P143		FALSE	TRUE	Soma 8	Tabuleiro retangular (15 × 20 cm) e 15 peças de 5 × 10 cm representando peças de dominó	Desenvolver cálculos de soma de números naturais e estimular o raciocínio lógico	O jogador deve selecionar 5 peças de dominó e colocá-las no tabuleiro de modo que a soma em todas as linhas horizontais e verticais seja igual a 8. O espaço central não pode ser usado	Soma de números naturais, quadrados mágicos, raciocínio lógico, padrões numéricos, combinatória		https://drive.google.com/file/d/1JHrcRamZa7380z0_7m_JjRLAK5lcVdkc/view?usp=sharing		https://photos.app.goo.gl/gEhn8XCDC2oSixxq8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDGuAbofwvFK3vGnuoOknUu	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$ 50,00	LDM
P144		FALSE	TRUE	Soma 30	Tabuleiro quadrado de cartolina (50 × 50 cm) e 12 círculos de cartolina com 4 cm de raio numerados de 1 a 12	Desenvolver cálculos de soma e subtração de números naturais e estimular o raciocínio lógico	O jogador deve posicionar as 12 fichas numeradas nos círculos do tabuleiro de modo que a soma em todas as linhas horizontais e verticais seja sempre igual a 30	SSoma de números naturais, subtração, raciocínio lógico, quadrados mágicos, padrões numéricos		https://drive.google.com/file/d/1JNY1a4ZrN_Siym5tEAqvbYIu1g6zTLRo/view?usp=sharing		https://photos.app.goo.gl/a4xrrmZg5Gd8tYZR7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAhouKXBpW8JB04AUCEQs1Y	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$50,00	LDM
P145		FALSE	TRUE	Enigma das Figuras Geométricas	Tabuleiro 4×4 com 16 fichas ilustradas; objetivo preencher sem repetir forma/ cor por linha/coluna.	Introduzir conceitos combinatórios e técnicas de resolução de restrições.	Preencha o tabuleiro garantindo a não repetição de figura/cor por linha e coluna.	Combinatória, permutações, latin squares, estratégias de busca.		https://drive.google.com/file/d/1OOBGY1NGHPfbPv2jzjNFZwfRHJWCFXxC/view?usp=sharing		https://photos.app.goo.gl/qpU8E18PUimrXiVBA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBf7Hn2Q3QDnc19pu4fO7Zu	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$ 50,00	LDM
P146		FALSE	TRUE	Avançando com o Resto	Jogo de trilha com casas numeradas, dado/cartas e marcadores; avanço definido pelo resto da divisão.	Explorar o conceito de resto e noções iniciais de aritmética modular.	Em cada turno, determina-se r = resto(n ÷ k) e avança-se r casas; o jogo pode ter objetivos finais (chegar ao fim, coletar pontos).	Divisão com resto, congruência, classes modulares, periodicidade.		https://drive.google.com/file/d/12lTztqaKoPYZrQACtKvB6JsCD-wHCZac/view?usp=sharing		https://photos.app.goo.gl/tEkcaDGj9JMwwuze7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tABGI2kMpjCSCSLjUAQ0f6O	5	xxxx	Peça	Jogos Matemáticos	Jogos Matemáticos	xxxx	xxxx	xxxx	30 cm x 50 cm x 5 cm	0,10000	R$50,00	LDM
P147		FALSE	TRUE	Elipsógrafo de Arquimedes	Mecanismo articulado baseado em Arquimedes para gerar elipses por movimento coordenado.	Demonstrar construção mecânica da elipse a partir de barras articuladas.	Movimentos retilíneos perpendiculares obrigam o ponto final da articulação a seguir uma elipse.	Elipse, Mecanismos Articulados, Geometria de Movimentos.		https://drive.google.com/file/d/1NQxAQ4eeuNwv7wKryia6OghhAl4noYJQ/view?usp=sharing		https://photos.app.goo.gl/89jrCk4gcarNiaJ79		https://www.youtube.com/playlist?list=PLHiOaPPoa2tD_4wGXY0jzsc0jEVNgVHFx	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	A013;A014	xxxx	xxxx	50 cm x 60 cm x 6 cm	4,30000	R$ 250,00	LDM
P148		FALSE	TRUE	Ciclóide e Outras Curvas	Conjunto de perfis em madeira representando curvas matemáticas clássicas, cada qual com guia para deslizar bolinhas, permitindo comparar tempos de descida.	Demonstrar experimentalmente que diferentes curvas produzem diferentes comportamentos de movimento, destacando a cicloide como curva braquistócrona.	Bolinhas idênticas são soltas simultaneamente em trilhos com perfis distintos. O visitante observa e compara tempos, destacando a rapidez da cicloide.	Curvas clássicas, Cicloide, Catenária, Braquistócrona, Gravidade, Movimento, Cálculo Variacional.		https://drive.google.com/file/d/1V6ezTLVwvhlXGv3ysKy3T91WkQiOD-BQ/view?usp=sharing		https://photos.app.goo.gl/qUayAhmaqvhHrLXv8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCkwbYRSo7wWnguKvwBsy_f	1	xxxx	Peça	Geometria das Curvas e Superfícies	Curvas Transcendentes	A028	xxxx	xxxx	120 cm x 60 cm x 20 cm	10,00000	R$600,00	LDM
P149		FALSE	TRUE	Antena Parabólica (Forno Solar)	Peça de metal construída a partir de uma antena parabólica	Observar como uma superfície parabólica concentra raios paralelos em seu foco, convertendo energia luminosa em calor, mostrando a propriedade reflexiva da parábola	Os raios solares atingem a antena parabólica e refletem em direção ao foco. O calor concentrado é capaz de escurecer, carbonizar ou acender materiais combustíveis como madeira ou papel	Parábola, foco, reflexão, energia solar, concentração térmica, óptica geométrica		https://drive.google.com/file/d/1uztYGdJpBJfBnUifkPy_JfdpHqhWcwDX/view?usp=sharing		https://photos.app.goo.gl/8W4MeMqg6PYHaK188		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDI5kuhWh60NWtNIMf3SGlS	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	A025	xxxx	xxxx	60 cm x 70 cm x 110 cm	6,60000	R$ 100,00	LDM
P150		FALSE	TRUE	Programa Simis Teste - Fase II	Aplicativo que apresenta figuras, rosetas, frisos e padrões de papel de parede e pede ao usuário identificar se são simétricos e qual tipo de simetria/padrão possuem.	Ampliar a percepção de simetria para padrões repetidos e suas classificações matemáticas.	O usuário navega entre níveis, visualiza uma figura ou padrão, escolhe “Simétrico”/“Não” e indica o tipo específico de simetria ou padrão (roseta, friso, papel de parede). Feedback imediato e registro de acertos.	Roseta, friso, padrão de papel de parede, grupo de simetria, translação, reflexão, rotação, glide-reflexão.		https://drive.google.com/file/d/14fX_R4vKjTHZW3kTBze8fDNhYuRv5Zbc/view?usp=sharing		https://photos.app.goo.gl/YMKX2m2Mggw5XcgHA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDx0QMae6qAaCYe_45KzkVK	5	Rever figuras e adpatar layout.	Peça	Simetrias	Reconhecimento	A032	xxxx	xxxx	541 Kb x 0 cm x 0 cm x 0 cm	0,00000	R$0,00	LDM
P151		FALSE	TRUE	Mágica com Números - Réplica	Peça em MDF com leds, interruptores e uso de energia elétrica	Apresentar a representação binária dos números de 0 a 31 (ou até 127, conforme versão) através de um mecanismo de adivinhação	O visitante pensa em um número entre 1 e 127, identifica as colunas em que o número aparece e acende os interruptores correspondentes. O número pensado é a soma dos valores indicados no topo das colunas acesas	Sistema binário, soma de potências de dois, álgebra booleana, representação numérica, lógica matemática		https://drive.google.com/file/d/1MoYFhrvBwZSbPzqv4gpVkrfxx5IZNbO1/view?usp=sharing		https://photos.app.goo.gl/eeYK631dzxr9nvnHA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAN4J4lqPOSxD8sTSaEicfx	5	xxxx	Peça	Números	Números	A017	xxxx	xxxx	20 cm x 80 cm x 110 cm	25,00000	R$ 250,00	LDM
P152		FALSE	TRUE	O Quarto de Ames - Réplica	Caixa em madeira tipo MDF branca, com detalhes em caixeta (um deles pintado de verde) e parte superior em MDF marrom. Externamente parece uma casa; internamente, um quarto distorcido	Perceber as limitações da visão como parte de um processo conclusivo de observação de um fenômeno físico	Ao olhar pela fechadura, o visitante vê duas bonecas aparentemente de tamanhos diferentes. Na realidade, são iguais, e a ilusão é causada pelo formato trapezoidal do quarto, com piso e teto inclinados	Ilusão de ótica, perspectiva, percepção visual, limites da visão, psicologia da percepção		https://drive.google.com/file/d/1T_QmCvSXZ7S2HrTV5HN2LrS6fyZ0dA6y/view?usp=sharing		https://photos.app.goo.gl/Xi6QPEWmyRYo1F2S9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAHvl7ya8j-AwFHGsSxhZLq	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	A017;A38	xxxx	xxxx	63 cm x 70 cm x 65 cm	17,60000	R$500,00	MUDI
P153		FALSE	TRUE	Comparando Áreas - Réplica	Peça em MDF com 1 face branca e contornos em madeira tipo caixeta, acompanhada de 4 peças com desenho quadriculado	Mostrar que observações visuais podem enganar e que, em matemática, é preciso verificar com cálculos	O visitante deve montar um quadrado (área 64) e um retângulo (área 65) usando as mesmas quatro peças. A aparente contradição vem do fato de que as peças não se encaixam perfeitamente, gerando uma diferença de 1 unidade de área	Sofisma geométrico; Sequência de Fibonacci; Área de figuras planas; Ilusão matemática		https://drive.google.com/file/d/1abPpWppP_-SZ0sko9heaFMeq04zd9egC/view?usp=sharing		https://photos.app.goo.gl/BR89LHdkb8gvFFERA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBkkoTIxD-Jn1pSzKy8hvOr	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	50 cm x 75 cm x 6 cm	6,20000	R$ 350,00	LDM
